timestamp_vn,symbol,side,score,last_price,price_change_pct_1m,rsi14,macd,macd_signal,volume_ratio,bb_position,alpha_count,reasons
2026-04-25T11:41:56.468+07:00,ETH_USDT,LONG,1,2316.1,0.0238,46.9581,-0.38870964,-0.37873629,3.8562,INSIDE,1,Volume spike 3.86x + nến tăng
2026-04-25T11:41:58.370+07:00,TAO_USDT,SHORT,2,248.53,-0.1005,35.4882,-0.07830674,-0.06628741,2.1952,BELOW_LOWER,3,MACD cắt xuống Signal | Volume spike 2.20x + nến giảm | Giá dưới Bollinger Lower Band
2026-04-25T11:42:03.073+07:00,ENA_USDT,SHORT,1,0.10979,-0.0364,47.9119,1.032e-05,2.081e-05,4.0386,INSIDE,1,Volume spike 4.04x + nến giảm
2026-04-25T11:42:13.996+07:00,XLM_USDT,LONG,1,0.17339,0.0,41.4467,-8.079e-05,-8.164e-05,0.0243,INSIDE,1,MACD cắt lên Signal
2026-04-25T11:42:56.432+07:00,XRP_USDT,LONG,1,1.4335,0.007,40.1034,-0.00043743,-0.00044044,0.0111,INSIDE,1,MACD cắt lên Signal
2026-04-25T11:43:00.544+07:00,LINK_USDT,LONG,2,9.412,0.0319,50.6482,-0.00204623,-0.00235291,2.1463,INSIDE,2,MACD cắt lên Signal | Volume spike 2.15x + nến tăng
2026-04-25T11:43:04.232+07:00,ICP_USDT,LONG,1,2.463,0.0406,52.6021,-0.00030056,-0.00036912,0.0005,INSIDE,1,MACD cắt lên Signal
2026-04-25T11:44:06.323+07:00,PENGU_USDT,LONG,2,0.008506,-0.293,24.0018,-1.55e-05,-7.6e-06,1.6166,BELOW_LOWER,2,RSI quá bán 24.00 <= 30 | Giá dưới Bollinger Lower Band
2026-04-25T11:44:08.539+07:00,HBAR_USDT,LONG,1,0.0912,0.011,54.2726,7.18e-06,6.96e-06,0.0015,INSIDE,1,MACD cắt lên Signal
2026-04-25T11:44:56.391+07:00,PEPE_USDT,LONG,1,3.88e-06,-0.116,34.4883,-0.0,-0.0,0.8617,BELOW_LOWER,1,Giá dưới Bollinger Lower Band
2026-04-25T11:45:05.120+07:00,SUI_USDT,LONG,1,0.9482,-0.0105,29.535,-0.00057749,-0.00048839,0.2164,INSIDE,1,RSI quá bán 29.53 <= 30
2026-04-25T11:45:10.845+07:00,AAVE_USDT,LONG,1,94.63,-0.1372,31.6341,-0.04108733,-0.01115163,0.7934,BELOW_LOWER,1,Giá dưới Bollinger Lower Band
2026-04-25T11:46:00.840+07:00,USOIL_USDT,SHORT,1,94.984,-0.0189,42.9027,-0.02085321,-0.0176369,2.7218,INSIDE,1,Volume spike 2.72x + nến giảm
2026-04-25T11:46:17.157+07:00,SILVER_USDT,LONG,1,75.63,0.0,47.7678,-0.00472168,-0.00483685,0.1454,INSIDE,1,MACD cắt lên Signal
2026-04-25T11:46:53.447+07:00,BTC_USDT,LONG,1,77569.9,0.0043,41.3389,-11.6693581,-12.28129411,0.5705,INSIDE,1,MACD cắt lên Signal
2026-04-25T11:46:55.391+07:00,SOL_USDT,LONG,1,86.29,0.0116,49.33,-0.02059953,-0.02657183,3.4271,INSIDE,1,Volume spike 3.43x + nến tăng
2026-04-25T11:47:07.459+07:00,RAVE_USDT,LONG,1,0.9247,0.0649,49.4489,-0.00091488,-0.00097163,0.0049,INSIDE,1,MACD cắt lên Signal
