timestamp_vn,symbol,last_price,price_change_pct_1m,rsi14,macd,macd_signal,volume_ratio,bb_position,status
2026-04-25T10:07:55.851+07:00,LINK_USDT,9.416,-0.0212,59.4432,0.00083201,5.344e-05,0.0104,ABOVE_UPPER,NO_SIGNAL
2026-04-25T10:07:58.153+07:00,APE_USDT,0.21,-0.7092,49.001,0.00063686,0.00088881,1.1248,INSIDE,NO_SIGNAL
2026-04-25T10:08:00.808+07:00,SUI_USDT,0.9509,-0.0105,55.1467,0.00011177,0.00015071,1.3116,INSIDE,NO_SIGNAL
2026-04-25T10:08:04.089+07:00,PENGU_USDT,0.008526,0.0235,72.1949,1.289e-05,9.33e-06,0.0181,INSIDE,NO_SIGNAL
2026-04-25T10:08:06.473+07:00,XMR_USDT,368.54,-0.0298,54.9552,0.11585439,0.10949184,0.1523,INSIDE,NO_SIGNAL
2026-04-25T10:08:09.105+07:00,ICP_USDT,2.461,0.0407,57.2721,0.00013076,-0.00012919,0.0005,INSIDE,NO_SIGNAL
2026-04-25T10:08:10.858+07:00,HBAR_USDT,0.09102,0.011,69.7812,3.559e-05,2.22e-05,0.0007,ABOVE_UPPER,NO_SIGNAL
2026-04-25T10:08:13.006+07:00,AAVE_USDT,94.92,-0.0105,60.0067,0.06185042,0.06368394,0.076,INSIDE,NO_SIGNAL
2026-04-25T10:08:15.432+07:00,RAVE_USDT,0.9248,0.0649,60.3125,0.0023954,0.00243325,0.1707,INSIDE,NO_SIGNAL
2026-04-25T10:08:17.915+07:00,TRADOOR_USDT,1.051,-0.8491,40.9248,-0.00607085,-0.00263136,0.1429,INSIDE,NO_SIGNAL
2026-04-25T10:08:20.889+07:00,HYPE_USDT,41.152,-0.0146,45.6996,-0.00031153,0.00196299,0.0273,INSIDE,NO_SIGNAL
2026-04-25T10:08:28.913+07:00,BTC_USDT,77579.6,-0.0251,50.6962,5.5703509,4.14943361,0.4417,INSIDE,NO_SIGNAL
2026-04-25T10:08:31.247+07:00,XAUT_USDT,4693.6,0.0085,55.4845,0.09303002,0.06572286,0.3402,INSIDE,NO_SIGNAL
2026-04-25T10:08:34.424+07:00,SOL_USDT,86.26,-0.0463,52.2025,0.01550558,0.01118794,0.6627,INSIDE,NO_SIGNAL
2026-04-25T10:08:37.157+07:00,PEPE_USDT,3.88e-06,-0.0438,47.0126,0.0,0.0,0.7341,INSIDE,NO_SIGNAL
2026-04-25T10:08:39.796+07:00,ETH_USDT,2317.12,-0.0324,54.6932,0.36919052,0.22800333,3.1578,INSIDE,NO_SIGNAL
2026-04-25T10:08:43.004+07:00,TAO_USDT,249.51,-0.004,79.0073,0.25801193,0.18034548,1.3946,ABOVE_UPPER,SIGNAL
2026-04-25T10:08:46.168+07:00,USOIL_USDT,94.801,0.0011,44.6561,-0.01445629,-0.01075094,0.0076,INSIDE,NO_SIGNAL
2026-04-25T10:08:49.772+07:00,SILVER_USDT,75.68,0.0,41.9588,0.00104159,0.00387706,0.0103,BELOW_LOWER,NO_SIGNAL
2026-04-25T10:08:51.994+07:00,XRP_USDT,1.4337,0.0,50.5561,-0.0001248,-0.00028486,3.157,INSIDE,NO_SIGNAL
2026-04-25T10:08:54.195+07:00,UKOIL_USDT,100.46,-0.0597,48.7025,0.01098028,0.01532461,0.1528,INSIDE,NO_SIGNAL
2026-04-25T10:08:56.343+07:00,ENA_USDT,0.10925,0.0,52.6624,-3.17e-06,-4e-06,0.7711,INSIDE,NO_SIGNAL
2026-04-25T10:08:59.020+07:00,BCH_USDT,455.13,-0.0351,49.1785,0.07248329,0.06799483,0.7458,INSIDE,NO_SIGNAL
2026-04-25T10:09:06.856+07:00,ZEC_USDT,356.23,0.2082,50.5218,-0.10740025,-0.06784107,2.7179,INSIDE,NO_SIGNAL
2026-04-25T10:09:10.064+07:00,DOGE_USDT,0.09836,-0.0407,36.6194,-2.066e-05,-1.482e-05,1.1466,BELOW_LOWER,NO_SIGNAL
2026-04-25T10:09:14.079+07:00,LINK_USDT,9.413,0.0213,52.2612,0.00069444,0.00029545,0.0,INSIDE,NO_SIGNAL
2026-04-25T10:09:17.088+07:00,APE_USDT,0.2092,0.5769,47.6409,0.00020475,0.00066509,0.1578,INSIDE,NO_SIGNAL
2026-04-25T10:09:20.109+07:00,SUI_USDT,0.9507,0.021,52.2544,9.072e-05,0.00012927,0.1576,INSIDE,NO_SIGNAL
2026-04-25T10:09:23.377+07:00,PENGU_USDT,0.008534,0.0704,74.9643,1.414e-05,1.032e-05,0.7883,INSIDE,NO_SIGNAL
2026-04-25T10:09:26.135+07:00,XMR_USDT,368.08,-0.1086,36.2816,0.055162,0.097182,0.0237,BELOW_LOWER,NO_SIGNAL
2026-04-25T10:09:29.137+07:00,ICP_USDT,2.461,0.0407,57.5447,0.00017731,-8.054e-05,0.1767,INSIDE,NO_SIGNAL
2026-04-25T10:09:31.699+07:00,HBAR_USDT,0.09099,0.011,63.5374,3.394e-05,2.404e-05,0.0039,INSIDE,NO_SIGNAL
2026-04-25T10:09:34.075+07:00,AAVE_USDT,94.93,0.0211,60.4536,0.06034532,0.06289078,0.7572,INSIDE,NO_SIGNAL
2026-04-25T10:09:37.892+07:00,RAVE_USDT,0.9252,0.2058,60.4331,0.00230953,0.00238984,1.2059,INSIDE,NO_SIGNAL
2026-04-25T10:09:39.974+07:00,TRADOOR_USDT,1.028,0.2927,34.6235,-0.01003647,-0.0044443,0.9466,INSIDE,NO_SIGNAL
2026-04-25T10:09:42.186+07:00,HYPE_USDT,41.12,-0.0438,36.8122,-0.0045704,0.00048084,0.7176,BELOW_LOWER,NO_SIGNAL
2026-04-25T10:09:50.790+07:00,BTC_USDT,77546.6,-0.0361,38.1407,1.84954825,3.62523104,1.4871,BELOW_LOWER,NO_SIGNAL
2026-04-25T10:09:53.187+07:00,XAUT_USDT,4693.8,-0.0021,57.2237,0.14391497,0.08519896,1.7582,INSIDE,NO_SIGNAL
2026-04-25T10:09:56.230+07:00,SOL_USDT,86.24,-0.0232,47.4334,0.01216891,0.01138546,1.138,INSIDE,NO_SIGNAL
2026-04-25T10:09:58.922+07:00,PEPE_USDT,3.88e-06,-0.0541,43.8957,0.0,0.0,1.1175,INSIDE,NO_SIGNAL
2026-04-25T10:10:01.114+07:00,ETH_USDT,2316.24,-0.038,44.122,0.26853786,0.23606797,3.6723,INSIDE,NO_SIGNAL
2026-04-25T10:10:04.056+07:00,TAO_USDT,249.34,0.004,68.8788,0.26044166,0.20953287,0.0525,INSIDE,NO_SIGNAL
2026-04-25T10:10:06.897+07:00,USOIL_USDT,94.866,-0.0032,54.2112,-0.00542266,-0.00942677,0.0021,INSIDE,NO_SIGNAL
2026-04-25T10:10:09.279+07:00,SILVER_USDT,75.66,-0.0132,34.4998,-0.0024936,0.0024748,0.5625,BELOW_LOWER,NO_SIGNAL
